"","Glottolog_Name","Glottocode","Family","Latitude","Longitude","extension_list","compressed_code","num_kinship_terms","complexity"
"1","","mala1294","",NA,NA,"fEfSmO,fEmOmS,mEmSfO/ fEfCmO,fEmOfP,fEmOmP,mEfCmO,mEfOfP,mEfOfS,mEfOmP/ fEfC,mEfC/ fEfPemS,fEfPymS,mEfPemS,mEfPymS/ mEfPfSefC,mEfPfSyfC,mEfPmSefC,mEfPmSyfC,mEmPfSefC,mEmPfSyfC,mEmPmSefC,mEmPmSyfC/ mEefS/ mEyfS/ fEmCfO,mEmCfO/ fEefSfC,fEefSmC,fEyfSfC,fEyfSmC,mEemSfC,mEemSmC,mEymSfC,mEymSmC/ fEfCfC,fEfCmC,fEmCfC,fEmCmC,mEfCfC,mEfCmC,mEmCfC,mEmCmC/ fEfPfSemC,fEfPfSymC,fEfPmSemC,fEfPmSymC,fEmPfSemC,fEmPfSymC,fEmPmSemC,fEmPmSymC/ fEemS/ fEmPefS,fEmPyfS,mEmPefS,mEmPyfS/ fEefS,fEfPfSefC,fEfPmSefC,fEmPfSefC,fEmPmSefC,mEemS,mEfPfSemC,mEfPmSemC,mEmPfSemC,mEmPmSemC/ fEymS/ fEmO/ fEfPfSyfC,fEfPmSyfC,fEmPfSyfC,fEmPmSyfC,fEyfS,mEfPfSymC,mEfPmSymC,mEmPfSymC,mEmPmSymC,mEymS/ fEmC,mEmC/ fEfP,fEfPefS,fEfPyfS,mEfP,mEfPefS,mEfPyfS/ fEmP,mEmP/ fEmPemS,mEmPemS/ fEmPymS,mEmPymS/ fEfPfP,fEfPmP,fEmPfP,fEmPmP,mEfPfP,mEfPmP,mEmPfP,mEmPmP/ fEmOfS,fEmSfO/ mEfO/ mEfOmS,mEfSmO/ fEemSfC,fEemSmC,fEymSfC,fEymSmC/ mEefSfC,mEefSmC,mEyfSfC,mEyfSmC","789c3d53db0dc430085be50638e986a8fadd4899a1fc7900b63fb01d7eea9810ccab71c7c6f38d1b0ff61737763cbf4fdc71d91a4b97ab2e692c68236113b0f4821e3caeb7823526838a43fcf7e943ec570fea943e616cb00de387f1c3f8417e1df00dc6cd864af78aceb3a1695d963f118d699ee4f5183b8ce4699ecd551afdabfc0688e1822a76e16410eb3b35a2f2e723d6e913c606db307e183f8c1fe4c752a00257d5c29be40cc421ee922dfac688c648c5089cc23d8a17330acc00306d5712e9249e53628e468e468e469e669f718f468e468e469e1168906ca67428710a3be1b45d2667fc8bb1dc28b841a7736983252a2345c652e602edfbb2802386c0a11f8d803f4cff06faaa955bcdd16685372bbc5971360b5e4d7835e1d58456f30f27c030ab",28,344
"2","","tido1249","",NA,NA,"fEmOmS,mEfOmS/ fEmOmP/ fEmP,mEmP/ fEfCfC,fEfCmC,fEmCfC,fEmCmC,mEfCfC,mEfCmC,mEmCfC,mEmCmC/ fEmOfS,fEmSfO,mEmSfO/ fEmOfP/ mEfO/ fEfPfSemC,fEfPfSymC,fEfPmSemC,fEfPmSymC,fEmPfSemC,fEmPfSymC,fEmPmSemC,fEmPmSymC,mEefS,mEyfS/ fEmPefS,fEmPyfS,mEmPefS,mEmPyfS/ mEfOfP/ fEemS,fEymS,mEfPfSefC,mEfPfSyfC,mEfPmSefC,mEfPmSyfC,mEmPfSefC,mEmPfSyfC,mEmPmSefC,mEmPmSyfC/ fEefS,fEfPfSefC,fEfPmSefC,fEmPfSefC,fEmPmSefC,mEemS,mEfPfSemC,mEfPmSemC,mEmPfSemC,mEmPmSemC/ fEmPymS,mEmPymS/ fEfP,fEfPemS,mEfP,mEfPefS/ fEfPymS,mEfPyfS/ fEfPfP,fEmPfP,mEfPfP,mEmPfP/ fEefSfC,fEefSmC,fEemSfC,fEemSmC,fEyfSfC,fEyfSmC,fEymSfC,fEymSmC,mEefSfC,mEefSmC,mEemSfC,mEemSmC,mEyfSfC,mEyfSmC,mEymSfC,mEymSmC/ fEfC,fEmCfO,mEfC,mEmCfO/ fEfCmO,fEmC,mEfCmO,mEmC/ fEfPfSyfC,fEfPmSyfC,fEmPfSyfC,fEmPmSyfC,fEyfS,mEfPfSymC,mEfPmSymC,mEmPfSymC,mEmPmSymC,mEymS/ fEfPemS,fEmPemS,mEfPefS,mEmPemS/ fEfPefS,fEfPyfS,mEfPemS,mEfPymS/ fEfPefS,fEfPyfS,mEfPemS,mEfPymS/ fEmP,fEmPemS,fEmPymS,mEmP,mEmPemS,mEmPymS/ fEmPymS,mEmPymS/ fEmPemS,mEmPemS/ fEmO/ fEfSmO,mEfOfS,mEfSmO/ fEfPmP,fEmPmP,mEfPmP,mEmPmP/ fEfP,mEfP/ mEfOmP/ fEfPefS,fEfPyfS,mEfPemS,mEfPymS","789c8d53c18d0431086be50a58e98a18cd3b915243f8b900babf800d3bd24aabfb0c0918430c633706d60bb71df3fb63719d69e771f268975daf300803de10373006c6c01832462e5b015d36c27b8cbc87362a26f9b4b593384eae13da07f9d038340e8d8370b8b7c56bdcf898b9d9c1f474f30eded983e5133702e654222af155514927b40ff2a171681c1a07e2923c7b285a6b326b0a7b24ee7713e8d2e882e832d278b2ebb414344b144d7eb629542ff472241a5338e3d0a589ad6cedd8d4f8309a6cde5d7157dc15f78c43f9503e940fe543f9503e940fe673efb86e23178cebc59db93032c4cdcbe5ba6a99bc35f6d6d85b63af966bbcadb1b7c6de1a7b3546726e095adb5aa6dd004dbaf80be8ff046036ff73b255e439e68fb9bf11bbfee4acb9521f1bacb8e49d2a050e5e35f4bfd3c7ffa35c5f3aff03684468ff",32,368
"3","","tupi1239","Tupian",NA,NA,"fEmOfS,fEmSfO/ fEmPefS,fEmPfS,fEmPyfS,mEmPefS,mEmPfS,mEmPyfS/ fEfPfP,fEmPfP,mEfPfP,mEmPfP/ fEyfS/ fEemS,fEmS,fEymS/ fEC,fEefSfC,fEefSmC,fEfC,fEfSfC,fEfSmC,fEmC,fEyfSfC,fEyfSmC/ fEmCfO/ fEmO/ fEmOfP/ fEmOmP/ fEfCmO/ fEemSfC,fEemSmC,fEymSfC,fEymSmC/ mEfOmS/ mEfOfP/ mEemSfC,mEfC,mEmSfC,mEymSfC/ mEfCmO/ fEfPmP,fEmPmP,mEfPmP,mEmPmP/ mEfO/ mEfOmP/ mEemSmC,mEmC,mEmSmC,mEymSmC/ mEmCfO/ fECC,fEfCfC,fEfCmC,fEmCfC,fEmCmC/ mECC,mEfCfC,mEfCmC,mEmCfC,mEmCmC/ mEefS,mEfS,mEyfS/ mEfSmO/ fEmP,mEmP/ fEmPemS,fEmPmS,fEmPymS,mEmPemS,mEmPmS,mEmPymS/ fEefS/ mEemS/ mEymS/ fEfP,mEfP/ fEfPefS,fEfPfS,fEfPyfS,mEfPefS,mEfPfS,mEfPyfS/ fEfPemS,fEfPmS,fEfPymS,mEfPemS,mEfPmS,mEfPymS","789c3d92d10d0331084357e900953a4474df877433843f0f90ed0bf8b53f38f8386342f2d29dcf3b2f3d797f5e85b19d07700a052dd332dde51919ae8ea2d3d0597fa466cb0d2a1c0db3ea587a09aa711238a80907ee34390e174e89eea55b83b9cc5753cbcb5a87fc6864caebdd5e1a5b40fca06b02e7f9698a50cd90c795c795c7555809dd9f9e46ca7a42cfcd7f332c4feea11743a7c195cb9eb086a23d52e1c54c980bef33776377acd55b08a0ac78ad20c082b685b6af089215fbe8579201f89524af2403f8bf1277cf00dc3de99e0114fd058a94d25e",33,272
"4","'Are'are","area1240","Austronesian",-9.20699,161.158,"fEefS,fEyfS,mEemS,mEymS/ fEfCmO,fEfSmO,fEmCfO,fEmOfS,fEmOmP,fEmOmS,fEmSfO,mEfCmO,mEfOfS,mEfOmP,mEfOmS,mEfSmO,mEmCfO,mEmSfO/ fEmP,fEmPemS,fEmPymS,mEmP,mEmPemS,mEmPymS/ fEemS,fEymS,mEefS,mEyfS/ fEmO,mEfO/ fEmO,mEfO/ fEmO,mEfO/ fEfCmO,fEfSmO,fEmCfO,fEmOfP,fEmOfS,fEmOmP,fEmOmS,fEmSfO,mEfCmO,mEfOfP,mEfOfS,mEfOmP,mEfOmS,mEfSmO,mEmCfO,mEmSfO/ fEemSfC,fEemSmC,fEymSfC,fEymSmC,mEemSfC,mEemSmC,mEymSfC,mEymSmC/ fEfC,fEmC,mEfC,mEmC/ fEmO,mEfO/ fEfC,fEmC,mEfC,mEmC/ fEefSfC,fEyfSfC,mEefSfC,mEyfSfC/ fEefSmC,fEyfSmC,mEefSmC,mEyfSmC/ fEmP,fEmPemS,fEmPymS,mEmP,mEmPemS,mEmPymS/ fEfP,fEfPefS,fEfPyfS,fEmPefS,fEmPyfS,mEfP,mEfPefS,mEfPyfS,mEmPefS,mEmPyfS/ fEmPefSfC,fEmPefSmC,fEmPfSefC,fEmPfSemC,fEmPfSfC,fEmPfSmC,fEmPfSyfC,fEmPfSymC,fEmPyfSfC,fEmPyfSmC,mEmPefSfC,mEmPefSmC,mEmPfSefC,mEmPfSemC,mEmPfSfC,mEmPfSmC,mEmPfSyfC,mEmPfSymC,mEmPyfSfC,mEmPyfSmC/ fEmPemSfC,fEmPemSmC,fEmPmSefC,fEmPmSemC,fEmPmSfC,fEmPmSmC,fEmPmSyfC,fEmPmSymC,fEmPymSfC,fEmPymSmC,mEmPemSfC,mEmPemSmC,mEmPmSefC,mEmPmSemC,mEmPmSfC,mEmPmSmC,mEmPmSyfC,mEmPmSymC,mEmPymSfC,mEmPymSmC/ fEfPemSfC,fEfPemSmC,fEfPmSefC,fEfPmSemC,fEfPmSfC,fEfPmSmC,fEfPmSyfC,fEfPmSymC,fEfPymSfC,fEfPymSmC,mEfPemSfC,mEfPemSmC,mEfPmSefC,mEfPmSemC,mEfPmSfC,mEfPmSmC,mEfPmSyfC,mEfPmSymC,mEfPymSfC,mEfPymSmC/ fEfCfC,fEfCmC,fEfPfP,fEfPmP,fEmCfC,fEmCmC,fEmPfP,fEmPmP,mEfCfC,mEfCmC,mEfPfP,mEfPmP,mEmCfC,mEmCmC,mEmPfP,mEmPmP","789c9553c16dc4300c5ba5031cd0218cbc63c033843f0ea0edeb881211a03de0fa896c8a164547c67161bd70c4fef2b8787f83ebfb0b0706cf9dc1cac0810c67d279722ae46eed1c756087336be1a664c8ddca5c56611eb82554645eaa3223a9794c2005de5471c4b85260b79c35a4f97ef9cec7fcd8cefc9fabdd2ac62b23879a46c5bd67e55979569ecaabe36c347bc8f2bf1cfd91df97221554f58ab92f028bc022b008a5f0f9dfc8cbc3d4ec60866eb1f69c9a26dddbbc6a2390b54f9254bbf35c512bac0b5e193364240c4561615a1b6d055a8156a015d80a6c055a8156a015d80a658236c16e8f36419b30edc10a4336615a0f4d2bd00ab402adc056602bd00ab402adc056d04f6d13b009d8046c02d3b4072b0c4561615a9b804dc0266013b0094cd31eac30148585698fb723cd514dd4a46ab647bd9c1e1f0dbc5ef450a551a56b7835fea3de590f85de04e70fec04bdae",20,392
"5","/Gwi","gwii1239","",-22.2708,21.9431,"fEmP,mEmP/ fEmPymS,mEmPymS/ fEefS,fEemS,mEefS,mEemS/ fEfPefS,fEfPemS,fEfPfP,fEfPmP,fEfPymS,fEmPefS,fEmPemS,fEmPfP,fEmPmP,fEmPyfS,mEfPefS,mEfPemS,mEfPfP,mEfPmP,mEfPymS,mEmPefS,mEmPemS,mEmPfP,mEmPmP,mEmPyfS/ fEfPefSfC,fEfPefSmC,fEmPemSfC,fEmPemSmC,mEfPefSfC,mEfPefSmC,mEmPemSfC,mEmPemSmC/ fEfPefS,fEfPfP,fEmPefS,fEmPfP,fEmPyfS,mEfPefS,mEfPfP,mEmPefS,mEmPfP,mEmPyfS/ fEefS,fEemS,fEfPefSfC,fEfPefSmC,fEfPfSefC,fEfPfSemC,fEfPfSfC,fEfPfSmC,fEfPfSyfC,fEfPfSymC,fEfPyfSfC,fEfPyfSmC,fEmPemSfC,fEmPemSmC,fEmPmSefC,fEmPmSemC,fEmPmSfC,fEmPmSmC,fEmPmSyfC,fEmPmSymC,fEmPymSfC,fEmPymSmC,fEyfS,fEymS,mEefS,mEemS,mEfPefSfC,mEfPefSmC,mEfPfSefC,mEfPfSemC,mEfPfSfC,mEfPfSmC,mEfPfSyfC,mEfPfSymC,mEfPyfSfC,mEfPyfSmC,mEmPemSfC,mEmPemSmC,mEmPmSefC,mEmPmSemC,mEmPmSfC,mEmPmSmC,mEmPmSyfC,mEmPmSymC,mEmPymSfC,mEmPymSmC,mEyfS,mEymS/ fEfPemS,fEfPmP,fEfPymS,fEmPemS,fEmPmP,mEfPemS,mEfPmP,mEfPymS,mEmPemS,mEmPmP/ fEfSmO,fEmOmS,mEfO/ fEemSfC,fEemSmC,fEfCfC,fEfCmC,fEmCfC,fEmCmC,fEyfSfC,fEyfSmC,fEymSfC,fEymSmC,mEefSfC,mEefSmC,mEfCfC,mEfCmC,mEmCfC,mEmCmC,mEyfSfC,mEyfSmC,mEymSfC,mEymSmC/ fEefSfC,fEefSmC,fEfC,fEmC,mEemSfC,mEemSmC,mEfC,mEmC/ fEfCmO,fEfSmO,fEmCfO,fEmOfP,fEmOfS,fEmOmP,fEmOmS,fEmSfO,mEfCmO,mEfOfP,mEfOfS,mEfOmP,mEfOmS,mEfSmO,mEmCfO,mEmSfO/ fEfP,fEmP,mEfP,mEmP/ fEfPyfS,fEmPymS,mEfPyfS,mEmPymS/ fEyfS,fEymS,mEyfS,mEymS/ fEfPyfSmC,fEmPymSfC,fEmPymSmC,mEfPyfSfC,mEfPyfSmC,mEmPymSfC,mEmPymSmC/ fEfP,mEfP/ fEfPyfS,mEfPyfS/ fEmO,mEfOfS,mEmSfO/ fEfPemSfC,fEfPemSmC,fEfPmSefC,fEfPmSemC,fEfPmSfC,fEfPmSmC,fEfPmSyfC,fEfPmSymC,fEfPymSfC,fEfPymSmC,fEmPefSfC,fEmPefSmC,fEmPfSefC,fEmPfSemC,fEmPfSfC,fEmPfSmC,fEmPfSyfC,fEmPfSymC,fEmPyfSfC,fEmPyfSmC,mEfPemSfC,mEfPemSmC,mEfPmSefC,mEfPmSemC,mEfPmSfC,mEfPmSmC,mEfPmSyfC,mEfPmSymC,mEfPymSfC,mEfPymSmC,mEmPefSfC,mEmPefSmC,mEmPfSefC,mEmPfSemC,mEmPfSfC,mEmPfSmC,mEmPfSyfC,mEmPfSymC,mEmPyfSfC,mEmPyfSmC","789c7554c18dc3300c5be50628704318f77681cc50fd3880b63f47a41837683f91add0b228538a3f3c1f589fdf9f58dfc451bb654fc72b8ec7fa96f35ce35c9f3fe2c95fcb82369e654093e58550100a4481a8754b85642c2816180b8c05c5826241b1c058602c3096138bf1d00aa3af0faf960fc6c1381887c6bd3355ee4d293e7350569d6cbc6577d5f373a6ebf8f10aafecb3cb9eb42be54bc3f22befaabd6ea8957d76d99376a57c69580a97c527dff5f1a5bacd0de686e686e6067383b9c1dc606e1fde8a5ad00dcd0dcd0dcd0de6067383b9c1dcf0c7874deb5d8f7617b8acb4daf4efd295659b2d0af33c34099ea50cd5b6df29061f73b0f6dc6174d543967b9dedccbbf6aefc60f106b97287d12c43967bd5215bff2d524b9489f0a94356d754d862388a61131d41be6c99c9069a1c0293053c16043c7796841360b2a726aba9721d05a998a8737c9f7a852abac759a9a5f5daead9c7db2edfdb735f3d7457fd373dde14a4ac4ecc958b4ed4ac9d17c38b45cb20dcb0e1860d376c3c0ddb506997478261e9c6eef7c4361ec323213c120cdb506997478261e9066e5dc4366ce1d6875bdfb00d9576b9f50d4b37700b1cdbe80eb77eb8f50ddb5069975bdfb0e2f00f09305e6c",20,512
"6","Abui","abui1241","",-8.31058,124.588,"fEfSmO,fEmOmS,mEfOfS,mEmSfO/ fEfP,mEfP/ fEfPefS,fEmPefS,mEfPefS,mEmPefS/ fEfPyfS,fEmPyfS,mEfPyfS,mEmPyfS/ fEfPfSyfC,fEfPfSymC,fEfPmSyfC,fEfPmSymC,fEmPfSyfC,fEmPfSymC,fEmPmSyfC,fEmPmSymC,fEyfS,fEymS,mEfPfSyfC,mEfPfSymC,mEfPmSyfC,mEfPmSymC,mEmPfSyfC,mEmPfSymC,mEmPmSyfC,mEmPmSymC,mEyfS,mEymS/ fEfPfP,fEfPmP,fEmPfP,fEmPmP,mEfPfP,mEfPmP,mEmPfP,mEmPmP/ fEmP,mEmP/ fEfPemS,fEmPemS,mEfPemS,mEmPemS/ fEfPymS,fEmPymS,mEfPymS,mEmPymS/ mEfO/ fEmPefS,fEmPfSefC,fEmPfSemC,fEmPfSyfC,fEmPfSymC,fEmPyfS,mEmPefS,mEmPfSefC,mEmPfSemC,mEmPfSyfC,mEmPfSymC,mEmPyfS/ fEefS,fEfPfSefC,fEfPfSyfC,fEfPmSefC,fEfPmSyfC,fEmPfSefC,fEmPfSyfC,fEmPmSefC,fEmPmSyfC,fEyfS,mEemS,mEfPfSemC,mEfPfSymC,mEfPmSemC,mEfPmSymC,mEmPfSemC,mEmPfSymC,mEmPmSemC,mEmPmSymC,mEymS/ fEefSfC,fEefSmC,fEemSfC,fEemSmC,fEfC,fEmC,fEyfSfC,fEyfSmC,fEymSfC,fEymSmC,mEefSfC,mEefSmC,mEemSfC,mEemSmC,mEfC,mEmC,mEyfSfC,mEyfSmC,mEymSfC,mEymSmC/ fEmOfS,fEmSfO/ fEefS,fEemS,fEfPfSefC,fEfPfSemC,fEfPmSefC,fEfPmSemC,fEmPfSefC,fEmPfSemC,fEmPmSefC,fEmPmSemC,mEefS,mEemS,mEfPfSefC,mEfPfSemC,mEfPmSefC,mEfPmSemC,mEmPfSefC,mEmPfSemC,mEmPmSefC,mEmPmSemC/ fEmO/ fEfPemS,fEfPmSefC,fEfPmSemC,fEfPmSyfC,fEfPmSymC,fEfPymS,mEfPemS,mEfPmSefC,mEfPmSemC,mEfPmSyfC,mEfPmSymC,mEfPymS/ fEfCmO,mEfOfP,mEfOmP,mEfOmS,mEfSmO/ fEfCfC,fEfCmC,fEmCfC,fEmCmC,mEfCfC,mEfCmC,mEmCfC,mEmCmC/ fEemS,fEfPfSemC,fEfPfSymC,fEfPmSemC,fEfPmSymC,fEmPfSemC,fEmPfSymC,fEmPmSemC,fEmPmSymC,fEymS,mEefS,mEfPfSefC,mEfPfSyfC,mEfPmSefC,mEfPmSyfC,mEmPfSefC,mEmPfSyfC,mEmPmSefC,mEmPmSyfC,mEyfS","789c7d54c1adc5200c5be50f50e90f817aa65267486e1e80ed5f1b9b401fd53b05a86b8c1df0dd4fd4cd77549c1b76af7e179c5effff7cf7e35e3b38b4ebd3058c0acdc139014d80264013a075809fcdcba6113842ae416b481c1287c42171dcae51b7fe417223b991dc486e2437921bc98d9dd22f6e093fa8f0a02816d01c79143370767fbb7fd49aec83ec9360d698cb3e01fa899a00a1e28e86943d063f2d4db21fc6b511938e6d6980fd3045a9713bcfede614916b98361eb24662e6cf1429ca323bc39a9d61cd6e129cd919beb243171e5b5d359cb8367355b65e2892982e8a73215b2021268809628298b0d33ab58dab7629ae8a12f155a6a7fb4573d9194f8b0dabc523e535f9d962ebaa9f16e7f518c69a3fcd7eef0ee45ae0788eb9a9df64bedd6ccfdeeeb256096fb7d68f7e13cbf558c52b1597ae4225c84e892adcb5d099a29c951499394351723cd31403d6576a3a15becd9f5fa91148ebcd94613c6318a71c1e8c6b3862186fd388a1f536fb007548eea4",20,424
"7","Acehnese","achi1257","Austronesian",3.90757,96.6032,"fEfPmP,fEmPmP,mEfPmP,mEmPmP/ fEfPmP,fEmPmP,mEfPmP,mEmPmP/ fEyfS,mEyfS/ fEymS,mEymS/ fEmC,mEmC/ fEfC,mEfC/ fEefSmC,fEemSmC,fEyfSmC,fEymSmC,mEefSmC,mEemSmC,mEyfSmC,mEymSmC/ fEmP,mEmP/ fEfPymS,fEmPymS,mEfPymS,mEmPymS/ fEfPemS,fEmPemS,mEfPemS,mEmPemS/ fEmOmP,mEfOmP/ fEfPemS,fEmPemS,mEfPemS,mEmPemS/ fEmOfS/ fEfP,mEfP/ fEmOfP,mEfOfP/ fEfCmC,fEmCmC,mEfCmC,mEmCmC/ fEefSfC,fEemSfC,fEfCfC,fEmCfC,fEyfSfC,fEymSfC,mEefSfC,mEemSfC,mEfCfC,mEmCfC,mEyfSfC,mEymSfC/ fEmOmS,mEfOfS/ fEmO/ fEfSmO,mEfSmO/ fEfPfP,fEmPfP,mEfPfP,mEmPfP/ fEfPyfS,fEmPyfS,mEfPyfS,mEmPyfS/ fEfPefS,fEmPefS,mEfPefS,mEmPefS/ fEfPefS,fEmPefS,mEfPefS,mEmPefS/ mEfOmS/ fEmSfO,mEmSfO/ mEfO/ fEemS,fEfSmO,mEemS,mEfSmO/ fEefS,mEefS/ fEmSfO,mEmSfO","789c8d91c10dc3300c0357e900053a849177027806f1a701b27d2df10cf4d5f61385162353171dbaf27aeac82a6995ad5e0f7d6fde9a4bad678b6c912d72946df4847a55bf86e66aac9aae37fa6e9df4937ed24ff77bac6f77b0bab08e7cb1a8ad6d080c81213004194fef74ee813ffd62707739f2084b8d5e27477a6728e45e5e2cdf5543360b14028540215000501e26c0083026bb76990e42d48e33f3acc389bce45fc902324c6d9c02a7c02970eead034360080cf197a1413bdc54c5aae2e3a6d3ec49cc0f20b7c770cbc7c76feed6e292",30,264
"8","Achuar","achu1249","Chicham",-2.83,-77.26,"fEmO/ fEmP,fEmPmPmSmC,fEmPmS,mEmP,mEmPmPmSmC,mEmPmS/ fEfPmP,fEmPmP,mEfPmP,mEmPmP/ fEfCmO,fEfSfC,fEfSmC,fEmCfO,fEmSfC,fEmSmC,mEfCmO,mEfSfC,mEfSmC,mEmCfO,mEmSfC,mEmSmC/ fEfPmS,fEmOmP,mEfOmP,mEfPmS,mEmPfSmO/ fEfPfSfC,fEfS,fEmPmSfC/ fEfC,fEfSfC,fEmSfC,mEfC,mEmSfC/ mEfO/ fEfP,fEfPfS,mEfP,mEfPfS/ fEfPfP,fEmPfP,mEfPfP,mEmPfP/ mEfPmSmC,mEmPfSmC/ fEfCfC,fEfCmC,fEmCfC,fEmCmC,mEfCfC,mEfCmC,mEmCfC,mEmCmC/ fEmOfP,fEmPfS,mEfOfP,mEfPmSfO,mEmPfS/ fEfSmC,fEmC,fEmSmC,mEfSfC,mEfSmC,mEmC,mEmSmC/ fEfPfSmC,fEmPmSmC,fEmS,mEfPfSfC,mEfS,mEmPmSfC/ fEfPmSmC,fEmPfSmC,mEfPmSfC,mEmPfSfC/ mEfPfSmC,mEmPmSmC,mEmS/ fEfPmSfC,fEmPfSfC","789c5d52c10d03210c5ba503207588e8de416207ffb2ffb72476a0ad4e02146c27368727fcfdc21373e4b2bf15c6e31a91e5b8e53aae84631ec2ae621e5c5d5af8bec482d5464143168345c91532880c2283c820320aa98e2b89ce8ede8d39e5a63a51a7ab4c806cbb034958ea799f7a640f4a94742d905dd06e576917b3b8371cf4b0c686d6d6b9c9b3dab7596e248677a39ac1d12e19498fd3917e25f917e14f72b86f2a8ebc89a387c5095a70a955ff36a8bcfaeefe19fd5f28e4827e00a313c27c",18,248
