"Glottolog_Name","Glottocode","Family","Latitude","Longitude","extension_list","compressed_code","num_kinship_terms","complexity","PC1","Glottocode2"
"Abui","abui1241","",-8.31058,124.588,"fEfSmO,fEmOmS,mEfOfS,mEmSfO/ fEfP,mEfP/ fEfPefS,fEmPefS,mEfPefS,mEmPefS/ fEfPyfS,fEmPyfS,mEfPyfS,mEmPyfS/ fEfPfSyfC,fEfPfSymC,fEfPmSyfC,fEfPmSymC,fEmPfSyfC,fEmPfSymC,fEmPmSyfC,fEmPmSymC,fEyfS,fEymS,mEfPfSyfC,mEfPfSymC,mEfPmSyfC,mEfPmSymC,mEmPfSyfC,mEmPfSymC,mEmPmSyfC,mEmPmSymC,mEyfS,mEymS/ fEfPfP,fEfPmP,fEmPfP,fEmPmP,mEfPfP,mEfPmP,mEmPfP,mEmPmP/ fEmP,mEmP/ fEfPemS,fEmPemS,mEfPemS,mEmPemS/ fEfPymS,fEmPymS,mEfPymS,mEmPymS/ mEfO/ fEmPefS,fEmPfSefC,fEmPfSemC,fEmPfSyfC,fEmPfSymC,fEmPyfS,mEmPefS,mEmPfSefC,mEmPfSemC,mEmPfSyfC,mEmPfSymC,mEmPyfS/ fEefS,fEfPfSefC,fEfPfSyfC,fEfPmSefC,fEfPmSyfC,fEmPfSefC,fEmPfSyfC,fEmPmSefC,fEmPmSyfC,fEyfS,mEemS,mEfPfSemC,mEfPfSymC,mEfPmSemC,mEfPmSymC,mEmPfSemC,mEmPfSymC,mEmPmSemC,mEmPmSymC,mEymS/ fEefSfC,fEefSmC,fEemSfC,fEemSmC,fEfC,fEmC,fEyfSfC,fEyfSmC,fEymSfC,fEymSmC,mEefSfC,mEefSmC,mEemSfC,mEemSmC,mEfC,mEmC,mEyfSfC,mEyfSmC,mEymSfC,mEymSmC/ fEmOfS,fEmSfO/ fEefS,fEemS,fEfPfSefC,fEfPfSemC,fEfPmSefC,fEfPmSemC,fEmPfSefC,fEmPfSemC,fEmPmSefC,fEmPmSemC,mEefS,mEemS,mEfPfSefC,mEfPfSemC,mEfPmSefC,mEfPmSemC,mEmPfSefC,mEmPfSemC,mEmPmSefC,mEmPmSemC/ fEmO/ fEfPemS,fEfPmSefC,fEfPmSemC,fEfPmSyfC,fEfPmSymC,fEfPymS,mEfPemS,mEfPmSefC,mEfPmSemC,mEfPmSyfC,mEfPmSymC,mEfPymS/ fEfCmO,mEfOfP,mEfOmP,mEfOmS,mEfSmO/ fEfCfC,fEfCmC,fEmCfC,fEmCmC,mEfCfC,mEfCmC,mEmCfC,mEmCmC/ fEemS,fEfPfSemC,fEfPfSymC,fEfPmSemC,fEfPmSymC,fEmPfSemC,fEmPfSymC,fEmPmSemC,fEmPmSymC,fEymS,mEefS,mEfPfSefC,mEfPfSyfC,mEfPmSefC,mEfPmSyfC,mEmPfSefC,mEmPfSyfC,mEmPmSefC,mEmPmSyfC,mEyfS","789c7d54c1adc5200c5be50f50e90f817aa65267486e1e80ed5f1b9b401fd53b05a86b8c1df0dd4fd4cd77549c1b76af7e179c5effff7cf7e35e3b38b4ebd3058c0acdc139014d80264013a075809fcdcba6113842ae416b481c1287c42171dcae51b7fe417223b991dc486e2437921bc98d9dd22f6e093fa8f0a02816d01c79143370767fbb7fd49aec83ec9360d698cb3e01fa899a00a1e28e86943d063f2d4db21fc6b511938e6d6980fd3045a9713bcfede614916b98361eb24662e6cf1429ca323bc39a9d61cd6e129cd919beb243171e5b5d359cb8367355b65e2892982e8a73215b2021268809628298b0d33ab58dab7629ae8a12f155a6a7fb4573d9194f8b0dabc523e535f9d962ebaa9f16e7f518c69a3fcd7eef0ee45ae0788eb9a9df64bedd6ccfdeeeb256096fb7d68f7e13cbf558c52b1597ae4225c84e892adcb5d099a29c951499394351723cd31403d6576a3a15becd9f5fa91148ebcd94613c6318a71c1e8c6b3862186fd388a1f536fb007548eea4",20,424,-1.42495776715341,"abui1241"
"Aché","ache1246","Tupian",-25.5865,-56.4697,"fEmP,mEmP,mEmP,mEmP/ fEmPemS,fEmPmS,fEmPymS,mEmPemS,mEmPmS,mEmPymS/ fEmPefS,fEmPfS,fEmPyfS,mEmPefS,mEmPfS,mEmPyfS/ fEfO,fEfO,fEfO,mEfO,mEfO,mEfO/ fEfPmP,fEfPmP,fEmPmP,fEmPmP,mEfPmP,mEfPmP,mEmPmP,mEmPmP/ fE_co_fO,fE_co_mO,mE_co_fO,mE_co_mO/ fEfPfP,fEfPfP,fEmPfP,fEmPfP,mEfPfP,mEfPfP,mEmPfP,mEmPfP/ mEfCmO,mEfCmO,mEfOmP/ fEfP,fEfP,fEfPefS,fEfPfS,fEfPyfS,fEmPefS,fEmPfS,fEmPyfS,mEfP,mEfP,mEfPefS,mEfPfS,mEfPyfS,mEmPefS,mEmPfS,mEmPyfS/ fEfPfSmO,fEmPfSmO/ fEE,fEE,fEmO,fEmO,fEmO,mEE,mEE,mEmO,mEmO,mEmO/ fEfCmO,fEfCmO,fEmCfO,fEmCfO,fEmOfP,fEmOmP,mEfOfP,mEmCfO,mEmCfO/ fEfCmO,fEfOfP,fEmCfO,fEmOfP,fEmOmP,mEfCmO,mEfOfP,mEmCfO,mEmOfP,mEmOmP/ fEefS,mEemS/ fEemS,fEymS/ fEfCmC,fEmCmC,mEfCmC,mEmCmC/ fEfCfC,fEmCfC,mEfCfC,mEmCfC/ fEmS/ fEC,fEefSfC,fEefSmC,fEemSfC,fEemSmC,fEfSfC,fEfSmC,fEmSfC,fEmSmC,fEyfSfC,fEyfSmC,fEymSfC,fEymSmC,mEC,mEefSfC,mEefSmC,mEemSfC,mEemSmC,mEfSfC,mEfSmC,mEmSfC,mEmSmC,mEyfSfC,mEyfSmC,mEymSfC,mEymSmC/ fEC,fEemSfC,fEemSmC,fEfC,fEmC,fEmSfC,fEmSmC,fEymSfC,fEymSmC/ fEefSfC,fEefSfC,fEefSmC,fEefSmC,fEfSfC,fEfSfC,fEfSmC,fEfSmC,fEyfSfC,fEyfSfC,fEyfSmC,fEyfSmC/ fECC,fECC,mECC,mECC/ mEfS/ mEefS,mEyfS/ fEG,fEG,fEG,fEfPefSfC,fEfPefSfC,fEfPefSmC,fEfPefSmC,fEfPemSfC,fEfPemSfC,fEfPemSmC,fEfPemSmC,fEfPfSefC,fEfPfSefC,fEfPfSemC,fEfPfSemC,fEfPfSfC,fEfPfSfC,fEfPfSfC,fEfPfSmC,fEfPfSmC,fEfPfSmC,fEfPfSyfC,fEfPfSyfC,fEfPfSymC,fEfPfSymC,fEfPmSefC,fEfPmSefC,fEfPmSemC,fEfPmSemC,fEfPmSfC,fEfPmSfC,fEfPmSfC,fEfPmSmC,fEfPmSmC,fEfPmSmC,fEfPmSyfC,fEfPmSyfC,fEfPmSymC,fEfPmSymC,fEfPyfSfC,fEfPyfSfC,fEfPyfSmC,fEfPyfSmC,fEfPymSfC,fEfPymSfC,fEfPymSmC,fEfPymSmC,fEmPefSfC,fEmPefSfC,fEmPefSmC,fEmPefSmC,fEmPemSfC,fEmPemSfC,fEmPemSmC,fEmPemSmC,fEmPfSefC,fEmPfSefC,fEmPfSemC,fEmPfSemC,fEmPfSfC,fEmPfSfC,fEmPfSfC,fEmPfSmC,fEmPfSmC,fEmPfSmC,fEmPfSyfC,fEmPfSyfC,fEmPfSymC,fEmPfSymC,fEmPmSefC,fEmPmSefC,fEmPmSemC,fEmPmSemC,fEmPmSfC,fEmPmSfC,fEmPmSfC,fEmPmSmC,fEmPmSmC,fEmPmSmC,fEmPmSyfC,fEmPmSyfC,fEmPmSymC,fEmPmSymC,fEmPyfSfC,fEmPyfSfC,fEmPyfSmC,fEmPyfSmC,fEmPymSfC,fEmPymSfC,fEmPymSmC,fEmPymSmC,mEG,mEG,mEG,mEfPefSfC,mEfPefSfC,mEfPefSmC,mEfPefSmC,mEfPemSfC,mEfPemSfC,mEfPemSmC,mEfPemSmC,mEfPfSefC,mEfPfSefC,mEfPfSemC,mEfPfSemC,mEfPfSfC,mEfPfSfC,mEfPfSfC,mEfPfSmC,mEfPfSmC,mEfPfSmC,mEfPfSyfC,mEfPfSyfC,mEfPfSymC,mEfPfSymC,mEfPmSefC,mEfPmSefC,mEfPmSemC,mEfPmSemC,mEfPmSfC,mEfPmSfC,mEfPmSfC,mEfPmSmC,mEfPmSmC,mEfPmSmC,mEfPmSyfC,mEfPmSyfC,mEfPmSymC,mEfPmSymC,mEfPyfSfC,mEfPyfSfC,mEfPyfSmC,mEfPyfSmC,mEfPymSfC,mEfPymSfC,mEfPymSmC,mEfPymSmC,mEmPefSfC,mEmPefSfC,mEmPefSmC,mEmPefSmC,mEmPemSfC,mEmPemSfC,mEmPemSmC,mEmPemSmC,mEmPfSefC,mEmPfSefC,mEmPfSemC,mEmPfSemC,mEmPfSfC,mEmPfSfC,mEmPfSfC,mEmPfSmC,mEmPfSmC,mEmPfSmC,mEmPfSyfC,mEmPfSyfC,mEmPfSymC,mEmPfSymC,mEmPmSefC,mEmPmSefC,mEmPmSemC,mEmPmSemC,mEmPmSfC,mEmPmSfC,mEmPmSfC,mEmPmSmC,mEmPmSmC,mEmPmSmC,mEmPmSyfC,mEmPmSyfC,mEmPmSymC,mEmPmSymC,mEmPyfSfC,mEmPyfSfC,mEmPyfSmC,mEmPyfSmC,mEmPymSfC,mEmPymSfC,mEmPymSmC,mEmPymSmC/ fEmS,mEmS/ fEymS,mEymS/ fEfS,mEfS/ fEyfS,mEyfS/ mEefSfC,mEefSfC,mEemSfC,mEfC,mEfSfC,mEmSfC,mEyfSfC,mEyfSfC,mEymSfC/ mEemSmC,mEmC,mEmSmC,mEymSmC/ fEfC,mEfC/ fEmC,mEmC/ fEfPmS,mEefSmC,mEefSmC,mEfPemS,mEfPmS,mEfPymS,mEfSfC,mEfSmC,mEfSmC,mEyfSmC,mEyfSmC/ fEfPmSfO/ fEyfS,mEymS/ fEefSfC,fEefSmC,fEemSfC,fEemSmC,fEfSfC,fEfSmC,fEmSfC,fEmSmC,fEyfSfC,fEyfSmC,fEymSfC,fEymSmC,mEefSfC,mEefSmC,mEemSfC,mEemSmC,mEfSfC,mEfSmC,mEmSfC,mEmSmC,mEyfSfC,mEyfSmC,mEymSfC,mEymSmC/ mEfO/ fEfOfS,fEfOmS,fEfSmO,fEmOfS,fEmOmS,fEmSfO,mEfOfS,mEfOmS,mEfSmO,mEmOfS,mEmOmS,mEmSfO/ fEfPemS,fEfPymS,fEmP,fEmP,fEmPemS,fEmPmS,fEmPymS,mEmPemS,mEmPmS,mEmPymS/ fEmPmSfO/ fEfPmP,fEmPmP,mEfPmP,mEmPmP/ fEfPfP,fEmPfP,mEfPfP,mEmPfP/ fEfCmO,fEfOmP,mEfCmO,mEfOmP/ fEfP,mEfP/ fEfPemS,fEfPmS,fEfPymS,mEfPemS,mEfPmS,mEfPymS/ fEfPefS,fEfPfS,fEfPyfS,mEfPefS,mEfPfS,mEfPyfS","789cb5974d8ee4200c85afd20788d487884abd4c4975805e8ccabba75e73fb01bf87c3af46b3e845f0876d0c38a4cad803cf035df3f961b97de375142991b284d4a01a54cbdde827914cee9212595ddced3aee065de3e6675e490834025486c02dcac0ef3f3fdf1eb6004a4069200da31ba31bc3de025486c02d3e3fb2f6f490555c9c53c1bc6112ec2991948c656e3491376f6924fe91bcdcc7a580dcd2e3e043b51a64151fefa8f108a7fb48e0b4565cccc7c5345fccc0e9392ca21d2fd7e5c09aa46ebc7aca1cb7f7e609e271d371caa34f8f9c05d883f768341a8d46a3d1dcc8f1c59ea39ba407cb1398a4f765965546d9928c49d62473723b1ee5617c283e141f8a8f87ccb2ca285b9231c99a64f6f8b18171c1dcf5bcd87671caab2d3360c3cedb04d8b4f33e035657567aa727818d7f19afd2f27dea947e1df7e3079c93f5848910d6963092bddeb620cc647bc01e922d082321e6ee0833d91eb087640bc24829b6d411268a493b424f883734102642585bc248f50d0d84996c0fd843b2056124c4dc1d6126db03f6906c411829c5963ac2443169476809f9dbba9ffa654d848910d6963012dfd64498c9f6803d245b104642ccdd1166b23d600fc9168491526ca9234c149376849e106f68204c84b0b68491ea1b1a0833d91eb087640bc24888b93bc24cb607ec21d98230528a2d75848962d28ed0102b0affdf2ec81ab8d6285eab517ffff1757541ad0754a8dc4541fdbbb74116bdc7a8cb686b86ba2045f3b5d14935f3abad46dacf5d87b99ec1a938a955482b6b4c567cdaa14ab55facac7eb1aa8adbc5c5f2fcf28ab3d6d25482cab2ed03f4043d414fd013f4f415e852c10296092e3fd277f39f37a93be4e2de536f3ab6bab6f0a2d2d4e77d291ef79532a05f74b3f6f59991fb7cbf595f5ffe028defc109",47,720,0.386526312708179,"ache1246"
"Acehnese","achi1257","Austronesian",3.90757,96.6032,"fEfPmP,fEmPmP,mEfPmP,mEmPmP/ fEfPmP,fEmPmP,mEfPmP,mEmPmP/ fEyfS,mEyfS/ fEymS,mEymS/ fEmC,mEmC/ fEfC,mEfC/ fEefSmC,fEemSmC,fEyfSmC,fEymSmC,mEefSmC,mEemSmC,mEyfSmC,mEymSmC/ fEmP,mEmP/ fEfPymS,fEmPymS,mEfPymS,mEmPymS/ fEfPemS,fEmPemS,mEfPemS,mEmPemS/ fEmOmP,mEfOmP/ fEfPemS,fEmPemS,mEfPemS,mEmPemS/ fEmOfS/ fEfP,mEfP/ fEmOfP,mEfOfP/ fEfCmC,fEmCmC,mEfCmC,mEmCmC/ fEefSfC,fEemSfC,fEfCfC,fEmCfC,fEyfSfC,fEymSfC,mEefSfC,mEemSfC,mEfCfC,mEmCfC,mEyfSfC,mEymSfC/ fEmOmS,mEfOfS/ fEmO/ fEfSmO,mEfSmO/ fEfPfP,fEmPfP,mEfPfP,mEmPfP/ fEfPyfS,fEmPyfS,mEfPyfS,mEmPyfS/ fEfPefS,fEmPefS,mEfPefS,mEmPefS/ fEfPefS,fEmPefS,mEfPefS,mEmPefS/ mEfOmS/ fEmSfO,mEmSfO/ mEfO/ fEemS,fEfSmO,mEemS,mEfSmO/ fEefS,mEefS/ fEmSfO,mEmSfO","789c8d91c10dc3300c0357e900053a849177027806f1a701b27d2df10cf4d5f61385162353171dbaf27aeac82a6995ad5e0f7d6fde9a4bad678b6c912d72946df4847a55bf86e66aac9aae37fa6e9df4937ed24ff77bac6f77b0bab08e7cb1a8ad6d080c81213004194fef74ee813ffd62707739f2084b8d5e27477a6728e45e5e2cdf5543360b14028540215000501e26c0083026bb76990e42d48e33f3acc389bce45fc902324c6d9c02a7c02970eead034360080cf197a1413bdc54c5aae2e3a6d3ec49cc0f20b7c770cbc7c76feed6e292",30,264,0.507458257179389,"achi1257"
"Adang","adan1251","",-8.18958,124.448,"fEefSfC,fEefSmC,fEemSfC,fEemSmC,fEfC,fEmC,fEyfSfC,fEyfSmC,fEymSfC,fEymSmC,mEefSfC,mEefSmC,mEemSfC,mEemSmC,mEfC,mEmC,mEyfSfC,mEyfSmC,mEymSfC,mEymSmC/ mEfO/ mEfPemSfC,mEfPymSfC,mEmPefSfC,mEmPyfSfC/ mEfOmS/ fEfPyfSfC,fEfPyfSmC,fEfPymSfC,fEfPymSmC,fEmPyfSfC,fEmPyfSmC,fEmPymSfC,fEmPymSmC,fEyfS,fEymS,mEfPyfSfC,mEfPyfSmC,mEfPymSfC,mEfPymSmC,mEmPyfSfC,mEmPyfSmC,mEmPymSfC,mEmPymSmC,mEyfS,mEymS/ fEfP,fEfPefS,fEfPyfS,fEmPefS,fEmPyfS,mEfP,mEfPefS,mEfPyfS,mEmPefS,mEmPyfS/ fEfPefS,fEfPyfS,fEmPefS,fEmPyfS,mEfPefS,mEfPyfS,mEmPefS,mEmPyfS/ fEmP,mEmP/ fEfPemS,fEfPymS,fEmPemS,fEmPymS,mEfPemS,mEfPymS,mEmPemS,mEmPymS/ fEmO/ fEfPemSmC,fEfPymSmC,fEmPefSmC,fEmPyfSmC/ fEefS,fEemS,fEfPefSfC,fEfPefSmC,fEfPemSfC,fEfPemSmC,fEmPefSfC,fEmPefSmC,fEmPemSfC,fEmPemSmC,mEefS,mEemS,mEfPefSfC,mEfPefSmC,mEfPemSfC,mEfPemSmC,mEmPefSfC,mEmPefSmC,mEmPemSfC,mEmPemSmC/ fEefS,fEemS,fEfPefSfC,fEfPefSmC,fEfPemSfC,fEfPemSmC,fEfPyfSfC,fEfPyfSmC,fEfPymSfC,fEfPymSmC,fEmPefSfC,fEmPefSmC,fEmPemSfC,fEmPemSmC,fEmPyfSfC,fEmPyfSmC,fEmPymSfC,fEmPymSmC,fEyfS,fEymS,mEefS,mEemS,mEfPefSfC,mEfPefSmC,mEfPemSfC,mEfPemSmC,mEfPyfSfC,mEfPyfSmC,mEfPymSfC,mEfPymSmC,mEmPefSfC,mEmPefSmC,mEmPemSfC,mEmPemSmC,mEmPyfSfC,mEmPyfSmC,mEmPymSfC,mEmPymSmC,mEyfS,mEymS/ fEfPemS,fEfPemSfC,fEfPemSmC,fEfPymS,fEfPymSfC,fEfPymSmC,mEfPemS,mEfPemSfC,mEfPemSmC,mEfPymS,mEfPymSfC,mEfPymSmC/ fEfPfP,fEfPmP,fEmPfP,fEmPmP,mEfPfP,mEfPmP,mEmPfP,mEmPmP/ fEfCfC,fEfCmC,fEmCfC,fEmCmC,mEfCfC,mEfCmC,mEmCfC,mEmCmC","789ca554410ec2300cfb0a0f40e211d5ce54da1b929b1fd0dfb3394e3a1012d3b8906658ae9338f5c57cf576f73d8211ca1139139e869043c821e42012628298202688090b139e869043c82124991eb70dfae46f4f0aef0941cf6bd0491370ac8f9bef3069e4093aa1bea926140e8543e150b8edbfa82f24788991ee292bb94b569ef25bc94fdccecd8a4338f519ef233f759862603710049288ec475e1654bf587e10a0331317d6ec5c7029664f2c7b037129aa2e3c8b069f23303f0c631f3b3d18cecb6e686e56b3b49aa51d89fc93d26a9636dd195ecc1e686e56b39c66b39ae5349bd52c6d5a117f083f6fd633055e33f595a69c5f8413cdbbbe30d5ec6f8d9dae7d6be6d1b15f0b9b6e3e1613176a47d1d94d8f80d849ada656c72368875a48683190a6f7542f625c13199a5e48b4172957e1fc",16,360,1.56458028264568,"adan1251"
"Aguaruna","agua1253","",-5.30044,-77.9218,"fEmO,mEmO/ mEfPmSfCmC,mEmPfSfCmC/ mEfPmSfC,mEmPfSfC/ fEmPefS,fEmPfS,fEmPyfS,mEmPefS,mEmPfS,mEmPyfS/ fEmPemS,fEmPmS,fEmPymS,mEmPemS,mEmPmS,mEmPymS/ fEfPmP,fEmPmP,mEfPmP,mEmPmP/ fEmP,mEmP/ mEmP,mEmPfSmO,mEmPmS/ mEfSfC,mEfSmC/ fEfCmO,fEfCmO,fEmCfO,mEfCmO,mEfCmO,mEmCfO/ fEefSmC,fEemSmC,fEfSmC,fEmSmC,fEyfSmC,fEymSmC,mEefSmC,mEemSmC,mEfSmC,mEmSmC,mEyfSmC,mEymSmC/ fEefSfC,fEemSfC,fEfSfC,fEmSfC,fEyfSfC,fEymSfC,mEefSfC,mEemSfC,mEfSfC,mEmSfC,mEyfSfC,mEymSfC/ fEfOfP,fEmOfP,mEfOfP,mEmOfP/ mEfPmS/ fEfOmP,fEmOmP,mEfOmP,mEmOmP/ fEfP,mEfP/ fEfPfP,fEmPfP,mEfPfP,mEmPfP/ fEfOfP,fEmOfP,mEfOfP,mEmOfP/ mEfP,mEfPfS,mEfPmSfO,mEmPfS/ fEfPefSfC,fEfPefSmC,fEfPemSfC,fEfPemSmC,fEfPfSefC,fEfPfSemC,fEfPfSfC,fEfPfSmC,fEfPfSyfC,fEfPfSymC,fEfPmSefC,fEfPmSemC,fEfPmSfC,fEfPmSmC,fEfPmSyfC,fEfPmSymC,fEfPyfSfC,fEfPyfSmC,fEfPymSfC,fEfPymSmC,fEmPefSfC,fEmPefSmC,fEmPemSfC,fEmPemSmC,fEmPfSefC,fEmPfSemC,fEmPfSfC,fEmPfSmC,fEmPfSyfC,fEmPfSymC,fEmPmSefC,fEmPmSemC,fEmPmSfC,fEmPmSmC,fEmPmSyfC,fEmPmSymC,fEmPyfSfC,fEmPyfSmC,fEmPymSfC,fEmPymSmC,mEfPefSfC,mEfPefSmC,mEfPemSfC,mEfPemSmC,mEfPfSefC,mEfPfSemC,mEfPfSfC,mEfPfSmC,mEfPfSyfC,mEfPfSymC,mEfPmSefC,mEfPmSemC,mEfPmSfC,mEfPmSmC,mEfPmSyfC,mEfPmSymC,mEfPyfSfC,mEfPyfSmC,mEfPymSfC,mEfPymSmC,mEmPefSfC,mEmPefSmC,mEmPemSfC,mEmPemSmC,mEmPfSefC,mEmPfSemC,mEmPfSfC,mEmPfSmC,mEmPfSyfC,mEmPfSymC,mEmPmSefC,mEmPmSemC,mEmPmSfC,mEmPmSmC,mEmPmSyfC,mEmPmSymC,mEmPyfSfC,mEmPyfSmC,mEmPymSfC,mEmPymSmC/ fEmCfO,mEmCfO/ fEfC,mEfC/ mEfC,mEmSfC/ fEfO,mEfO/ mEfPmSfCfC,mEmPfSfCfC/ mEfPmSmC,mEmPfSmC/ fEfCfC,fEfCmC,fEmCfC,fEmCmC,mEfCfC,mEfCmC,mEmCfC,mEmCmC/ mEfOfP,mEmOfP/ fEfPefS,fEfPfS,fEfPyfS,mEfPefS,mEfPfS,mEfPyfS/ fEefS,fEfS,fEyfS,mEefS,mEfS,mEyfS/ mEfPfSfC,mEfS,mEmPmSfC/ mEmC,mEmSmC/ fEmCfO,fEmCfO,mEmCfO,mEmCfO/ fEC,fEmC,mEC,mEmC/ fEfPefS,fEfPfS,fEfPyfS,mEfPefS,mEfPfS,mEfPyfS/ mEmSfO/ mEfOmP,mEmOmP/ fEfOmP,fEmOmP,mEfOmP,mEmOmP/ fEemS,fEmS,fEymS,mEemS,mEmS,mEymS/ fEfPemS,fEfPmS,fEfPymS,mEfPemS,mEfPmS,mEfPymS/ mEmS","789c9555db6dc4300c5be50608704304f71d039921fae300dabeb64831693f8af6e764117a5862cc8b0f8e0df3e7fdc22706ced8b12f60441d6fd8e0fb15f374c5b9452165725a08666099092b1c8c9349285c5666c22b7c361c8c1e1be855d060ad72d6c5748c93338c953de379d989d655e714c766833d566c79360b5ca1d7ca9941f35665e5ca4bb9593e140d45b3e12a4693722b5ac543c583c583c543c543c543c543c5350d19a049b9155d431e511b5b06f4505ef3c720aef5e05a6996c79dd7aa7964b1212cb4e6f1874e4c38377d35870862d95e419da0138cf5d667fc153e193364240da5303813ce7403d78733e1cc74837487746a2a179e019e019e019e019e019e01c3a97147a5a1140667c2996ee0fa70269c996e90ee904eedefb6798079807980798079807940f380e601e601e601e601e6e12122e201e601e601e601e601e601e601e601e601e601e601e601e6a155ac95a30f692885c19970a61bb83e9c0967a61ba43ba453ad08d2a2561f8e48c5edb7ce17570fed56e2871687051af7442cc62f77e767400fd4765568a557bd16fbe78bd653d523ebd7d15fcef3ad4be8157c52d1a863a55e142d5ed602ed959698b7787a35df36f45814479900effdef6bd66ab9cf1f1af89b40ea1feca448539aebc6d461dd02a774a565a39f943ef3fe8a798b2f86ec78ec",41,544,-2.23890548130407,"agua1253"
