"Language","Glottocode","PC1","PC2","PC3"
"Tolaki","tola1247",0.507458257179389,-1.57008818387325,-0.53705357062241
"Padoe","pado1242",0.507458257179389,-1.57008818387325,-0.53705357062241
"Kulisusu","kuli1254",0.0437766949315417,-1.09356906466333,-0.791628439232139
"Hiligaynon","hili1240",-2.40756665031877,-0.728317714350935,-0.804189468135313
"Yogad","yoga1237",0.507458257179389,-1.57008818387325,-0.53705357062241
"Saliba","sali1295",-1.67226685914568,-0.896912846948131,-0.940594286793205
"Sulka","sulk1246",3.64556468362518,0.238053016542877,1.39119562064529
"Lun Dayeh","lund1271",-1.67226685914568,-0.896912846948131,-0.940594286793205
"Sa’ban","saba1265",0.507458257179389,-1.57008818387325,-0.53705357062241
"Manggarai","mang1405",0.0437766949315417,-1.09356906466333,-0.791628439232139
"Punan, Tubu’","puna1266",0.507458257179389,-1.57008818387325,-0.53705357062241
"Tamil","tami1289",-4.3643446668502,6.93687071611041,-1.1920351126582
"Tamil","tami1289",-4.3643446668502,6.93687071611041,-1.1920351126582
"Moor",NA,0.966455164057264,0.204254326096451,-0.8367838483542
"Carrier","carr1250",1.96523210924728,-0.256482434593387,0.69736777360152
"Tetun Terik",NA,-1.67226685914568,-0.896912846948131,-0.940594286793205
"Adang","adan1251",1.56458028264568,-0.199239961769281,0.649407024848527
"Agta, Dupaningan","dupa1235",0.507458257179389,-1.57008818387325,-0.53705357062241
"Dela-Oenale","dela1251",0.0437766949315417,-1.09356906466333,-0.791628439232139
"Uab Meto","uabm1237",-1.67226685914568,-0.896912846948131,-0.940594286793205
"Dhao","dhao1237",-1.67226685914568,-0.896912846948131,-0.940594286793205
"Helong","helo1243",0.507458257179389,-1.57008818387325,-0.53705357062241
"Buru","buru1298",0.507458257179389,-1.57008818387325,-0.53705357062241
"Malay, Jambi","jamb1236",0.0437766949315417,-1.09356906466333,-0.791628439232139
"Malay, Pontianak",NA,0.187221818498484,-0.593510083470662,-1.06095116201145
"Yoruba","yoru1245",-3.05706476662542,-0.753929698068913,-0.596662767309121
"Teop","teop1238",0.507458257179389,-1.57008818387325,-0.53705357062241
"Samoan","samo1305",-2.78336897670976,0.76944893345272,1.16321248133775
"Samoan","samo1305",-4.64643271152526,0.862858065533068,0.986846455744704
"Udihe","udih1248",4.48208611231162,5.13979860722996,-1.94856667017536
"Manchu","manc1252",3.93757174942561,0.273411759928144,1.22776716655178
"Even","even1260",2.5426120008431,0.519953915421252,1.28418839876305
"Persian",NA,-0.889696901750474,3.12194910864211,-2.10093968387367
"Vafsi","vasf1240",0.636263535056361,-1.24729221936302,0.331639350279015
"Aramaic, Urmi Christian",NA,-0.31879671711881,-0.413531147275572,0.000515954815992203
"Azeri","mode1262",-4.19128683615844,2.24346855373278,3.34173919742708
"Armenian, Eastern","nucl1235",-5.36227876380516,1.54532454750212,2.77237105934256
"Armenian, Eastern","nucl1235",-5.36227876380516,1.54532454750212,2.77237105934256
"Armenian, Eastern","nucl1235",-5.36227876380516,1.54532454750212,2.77237105934256
"Yakan","yaka1277",-2.16937994463287,-0.98318531171366,-1.06911528888857
"Begak","bega1240",0.507458257179389,-1.57008818387325,-0.53705357062241
"Jahai","jeha1242",1.84852402094087,0.787518907951474,0.387704620329488
"Maisin","mais1250",-1.67226685914568,-0.896912846948131,-0.940594286793205
"Gumawana","guma1254",-1.67226685914568,-0.896912846948131,-0.940594286793205
"Labu","labo1248",0.507458257179389,-1.57008818387325,-0.53705357062241
"Semelai","seme1247",1.84852402094087,0.787518907951474,0.387704620329488
"Khasi","khas1269",-0.973714205561854,2.48372280370712,-1.57714292432422
"Kurukh","kuru1302",-2.30965168685522,-0.322903779065145,-0.660666880256803
"Kabardian","kaba1278",-1.54458730185164,0.876515006840312,0.502064523312135
"Jalonke  (Yalunka)","yalu1240",-0.92925854786368,5.57772236324164,-2.47564165715791
"Totonac, Misantla","yecu1235",2.85359690304386,0.572952379703159,1.27699115274062
"Abui","abui1241",-1.42495776715341,0.0125408589204105,-0.516781836721096
"Atayal","atay1247",0.421888513005171,-0.967052484285785,-1.25361462059027
"Takia","taki1248",-1.67226685914568,-0.896912846948131,-0.940594286793205
"Kilivila  (Trobriands)","kili1267",-1.2002161398081,1.1472967945453,-2.52448074016555
"Guaraní (Paraguayan)","para1311",2.77447276632357,0.0975879100116751,0.479949828698359
"Griqua",NA,3.46724385014727,0.422475363687259,1.46270666946256
"Ewe","ewee1241",-2.77645175777091,-0.757760506418366,-0.700285354504289
"Ewe","ewee1241",-2.77645175777091,-0.757760506418366,-0.700285354504289
"Avatime","avat1244",-2.19155401324658,-1.04061559903146,-0.977997385408896
"Hindi","hind1269",-4.5035393433619,0.728566899979481,3.13170492159913
"Bangla","beng1280",-5.80391427094193,1.85375331756935,3.34131066151093
"Punjabi","panj1256",-2.33123778991355,0.601078385204969,-0.426045207667809
"Braj","braj1242",-1.69981195814897,-1.09078584879575,-0.319676089290675
"Kumaoni","kuma1273",-1.69981195814897,-1.09078584879575,-0.319676089290675
"Garhwali","garh1243",-1.69981195814897,-1.09078584879575,-0.319676089290675
"Great Andamanese","grea1241",3.58719807874528,0.0464958480666123,1.08469100075328
"Kharia","krar1287",-1.49843756196248,-0.0178717448366089,-0.171292022572728
"Mundari","mund1320",-2.12982172919878,-0.369715980937184,-0.795035947646286
"Mundari","mund1320",-2.12982172919878,-0.369715980937184,-0.795035947646286
"Jarawa","jara1245",1.77433729789584,1.43302618785655,0.813071837415146
"Onge","onge1236",2.84736566583918,0.939722058717101,0.786745926317891
"Lezgian","lezg1247",-0.181431416643038,0.763058459041285,-0.148829714360593
"Mosetén","mose1249",3.64556468362518,0.238053016542877,1.39119562064529
"Kisar","kisa1266",-1.67226685914568,-0.896912846948131,-0.940594286793205
"Balantak","bala1315",-1.67226685914568,-0.896912846948131,-0.940594286793205
"Duri","duri1242",0.507458257179389,-1.57008818387325,-0.53705357062241
"Larike","lari1256",0.507458257179389,-1.57008818387325,-0.53705357062241
"Wetan","weta1243",-1.67226685914568,-0.896912846948131,-0.940594286793205
"Indonesian, Standard","indo1316",-4.13664426235428,2.36198842617576,1.0604244874713
"Indonesian, Standard","indo1316",-4.13664426235428,2.36198842617576,1.0604244874713
"Finnish","finn1318",-4.10213711979348,2.28954307018499,3.33510725386236
"Estonian","esto1258",-6.22893651046307,2.69387857212329,4.470843455225
"Mehri","mehr1241",1.04767938486611,-1.03316642521528,0.682465144995602
"Katukina-Kanamari","kana1291",1.77433729789584,1.43302618785655,0.813071837415146
"Trumai","trum1247",4.29475494230457,5.37353892170914,-2.64264199749827
"Movima","movi1243",2.68027386389129,1.00128396902379,0.987329377621079
"Emai","emai1242",-2.57738563517742,-0.937411256801855,-0.71087869449398
"N|uu",NA,3.67654177830709,0.26482994741648,1.09100043070944
"Sandawe","sand1273",-0.027058219864576,3.31760718876731,-1.21858521018369
"Yucatec","yuca1254",-2.17262223154567,1.87112585054855,-0.613270821296414
"Vilela","vile1241",4.13672552226242,0.0754228837527087,1.07108151540765
"Mohawk","moha1258",2.4803513300451,0.444798031456311,1.0209834692494
"Pomo, Eastern","east2545",4.20176234737443,-1.18121908422646,1.74498761366624
"Yupik, Central","yupi1267",2.44981351460209,0.343981553722307,1.01873721378438
"Navajo","nava1243",0.464567112318278,-0.186592477187862,-0.690555818050945
"Chumash, Barbareño","barb1263",2.56133407686346,-0.219796716553014,0.381442158485767
"Italian, Trapani","west2346",-0.889696901750474,3.12194910864211,-2.10093968387367
"Italian, Catania",NA,-0.889696901750474,3.12194910864211,-2.10093968387367
"Italian, Palermo","west2346",-0.889696901750474,3.12194910864211,-2.10093968387367
"Serbo-Croatian","sout1528",-4.5035393433619,0.728566899979481,3.13170492159913
"Tzotzil","tzot1259",1.54125569718064,-0.919758289320549,0.76855442163055
"Inanwatan","inan1242",2.84736566583918,0.939722058717101,0.786745926317891
"Moi","moii1235",3.1258554517428,0.683752658100422,0.510344578389488
"Tehit","tehi1237",3.1258554517428,0.683752658100422,0.510344578389488
"Sawu","sabu1255",-1.67226685914568,-0.896912846948131,-0.940594286793205
"Lampung, Way Lima",NA,0.187221818498484,-0.593510083470662,-1.06095116201145
"Wandamen","wand1267",0.507458257179389,-1.57008818387325,-0.53705357062241
"Malay, Sri Lanka","sril1245",0.507458257179389,-1.57008818387325,-0.53705357062241
"Sinhala","sinh1246",-5.84044160874845,7.29589134090959,0.713213359991584
"Kam","kamm1249",1.80612881563982,-0.0111918281406441,0.316967812677421
"Zhuang (Central)","cent2009",1.80612881563982,-0.0111918281406441,0.316967812677421
"Khamti","kham1290",1.80612881563982,-0.0111918281406441,0.316967812677421
"Mlabri, Minor","miab1235",1.5095691192407,0.209019530363581,0.215439873721014
"Kayah Li, Eastern","east2342",-1.05866140818514,-1.08144730335077,-0.278002631700196
"Meithei","mani1292",-2.10527397184491,0.0257347866827597,-0.926674555453893
"Brahui","brah1256",-0.610575480239839,0.0766057699616972,0.0154809440891737
"Nicobar, Car","carn1240",-0.297261559878157,-1.28312374522649,-0.619761771676342
"Pacoh","paco1243",1.84852402094087,0.787518907951474,0.387704620329488
"Mizo","lush1249",-2.1462316399337,-0.330673603472499,-0.0192192936074471
"Santali  (Santal)","sant1410",-3.71865913000113,-0.0673255333694094,-0.788263213070662
"Newar, Dolakha","east2773",-1.10025094961333,-0.425211434754536,-0.588618320410627
"Nunggubuyu","nung1290",2.44981351460209,0.343981553722307,1.01873721378438
"Bininj Gun-Wok","gunw1252",2.44981351460209,0.343981553722307,1.01873721378438
"Gaagudju","gaga1251",4.13672552226242,0.0754228837527087,1.07108151540765
"Lardil","lard1243",1.99107563987746,0.735504589264441,0.224752368662292
"Jaminjung","jami1236",2.96097494509629,0.974632508027558,0.826613953822527
"Tiwi","tiwi1244",4.79467916957112,0.216087042823023,2.21944712159316
"Gooniyandi","goon1238",2.77321803090372,0.873257230957958,1.26829590193719
"Hoocąk",NA,2.70799357632898,0.0192236010833249,1.12494678668482
"Maung","maun1240",2.00332874308253,1.08088502363857,0.626154637852069
"Mara","mara1414",3.74985722266495,-0.266045880937168,1.20951701398505
"Mursi","murs1242",1.7379744982777,0.625747672551377,1.04004776567916
"Burmese","nucl1310",-7.33323550083426,1.8768074424516,3.53377127940665
"Twi","twii1234",-2.77645175777091,-0.757760506418366,-0.700285354504289
"Dewoin","dewo1238",-1.6502226957495,-1.5995746681429,-0.806428818330197
"Grebo","greb1257",-1.6502226957495,-1.5995746681429,-0.806428818330197
"Nyabwa","nyab1255",-2.19155401324658,-1.04061559903146,-0.977997385408896
"Klao","klao1243",-2.19155401324658,-1.04061559903146,-0.977997385408896
"Krahn","west2488",-1.55713854276524,-1.22104600480313,-1.89998335630973
"Wobé","weno1238",-2.19155401324658,-1.04061559903146,-0.977997385408896
"Kabba","kaba1281",-1.79749882854209,0.015204444836303,0.234909577696025
"Me’en","meen1242",2.2821810071012,1.04791445362052,1.38735876345124
"Ngiti","ngit1239",-1.79749882854209,0.015204444836303,0.234909577696025
"Ma’di","madi1260",-1.70245178221906,-0.0136123847289918,0.1682914516405
"Eton","eton1253",-1.6502226957495,-1.5995746681429,-0.806428818330197
"Kisi","kisi1243",-2.57738563517742,-0.937411256801855,-0.71087869449398
"Supyire","supy1237",-2.19155401324658,-1.04061559903146,-0.977997385408896
"Temne","timm1235",-3.05706476662542,-0.753929698068913,-0.596662767309121
"Chechen","chec1245",-1.165023495321,0.112781056964129,-0.493894949817602
"Khvarshi","khva1239",1.49569593117239,-0.893471607535694,0.774337240569583
"Godoberi","ghod1238",2.03098570143114,0.261491196963191,0.769092149710796
"Tsakhur","tsak1249",1.49569593117239,-0.893471607535694,0.774337240569583
"Nama (khauan)","nama1265",3.80995784462441,2.7952649971668,1.10814948245413
"Tennet","tenn1246",1.29516699516519,0.784682790076777,0.990615256205356
"Baale","bale254",1.7379744982777,0.625747672551377,1.04004776567916
"Chai","chai1252",1.92902996810561,1.34270604866305,0.73734312331648
"Pima Bajo","pima1248",3.48711502979787,0.113587661468469,0.309025333133326
"Yaqui","yaqu1251",3.26519079274253,-0.398557184218098,-0.120693420846499
"Dakota","dako1258",2.63800801515351,-0.423088422079194,0.304127605773526
"Lakhota","lako1247",1.45981933121666,-0.574838134156552,0.205957117175315
"Crow","crow1244",0.270088588503735,-1.15242834283911,-0.737055197768782
"Stoney","ston1242",2.31859745087314,0.315237139821057,1.13394289689701
"Osage","osag1243",2.88452052160356,0.14964764567659,1.09315959537329
"Tutelo","tute1247",2.21370691614469,-0.222713207413409,0.857524482199963
"Biloxi","bilo1248",2.21370691614469,-0.222713207413409,0.857524482199963
"Huitoto","huit1251",2.34152227415185,-0.0653594835773716,0.457180846375953
"Bora","bora1263",3.65403838119738,0.732570390010455,0.610745362039208
"Cayuga","cayu1261",2.93549517780491,0.620114763179226,1.3145951108178
"Oneida","onei1249",2.93549517780491,0.620114763179226,1.3145951108178
"Enets","enet1250",2.44824998325212,0.0406212629707137,0.965416667324803
"Dime","dime1235",2.37172158266944,0.711744643437789,1.14131708480087
"Dahalo","daha1245",1.55279092420567,-0.511079845874555,0.614634078956409
"Dhaasanac","daas1238",-0.937953312741405,-0.519534250117109,-0.380031176186596
"Iraqw","iraq1241",-1.47729818131753,-0.107167396016004,-1.04080151928931
"Tigre","tigr1277",-1.9677843063007,-0.359815684531489,-0.243705748579701
"Amharic  (ambara)","amha1245",-5.09554150157015,1.59385817943606,2.93312465145141
"Alaba","alab1254",-1.9677843063007,-0.359815684531489,-0.243705748579701
"Maale","male1284",-1.30563284979582,-0.199484318976104,0.0633836691826319
"Koromfe","koro1298",-2.19155401324658,-1.04061559903146,-0.977997385408896
"Hdi","hdii1240",-1.45988594549644,-0.199757954187817,-0.240085676819108
"Kanuri","kanu1281",1.13615016820431,0.492474011602942,0.886621717909573
"Hausa  (Kanawa)","haus1257",-2.76643114949054,0.278969277234359,0.33728701972782
"Kikuyu  (gekoyo)","kiku1240",-2.26354300318495,-1.13355300651048,-2.2316548903824
"Kikuyu  (gekoyo)","kiku1240",-2.45019290093763,-0.788575168297034,-2.47032132371027
"Jamsay","jams1239",-1.6502226957495,-1.5995746681429,-0.806428818330197
"Nubian, Kunuz","kenu1243",2.5426120008431,0.519953915421252,1.28418839876305
"Japanese","nucl1643",-7.72884747916233,1.98456849449469,5.37430375952478
"Paamese","paam1238",-1.67226685914568,-0.896912846948131,-0.940594286793205
"Avava","katb1237",0.0437766949315417,-1.09356906466333,-0.791628439232139
"Sie","siee1239",0.0437766949315417,-1.09356906466333,-0.791628439232139
"South Efate","sout2856",-1.67226685914568,-0.896912846948131,-0.940594286793205
"Anejom","anei1239",-1.67226685914568,-0.896912846948131,-0.940594286793205
"Dagur","daur1238",2.40672123796907,0.440998867231411,1.02285794925779
"Mongol, Khamnigan","kham1281",2.40672123796907,0.440998867231411,1.02285794925779
"Mangghuer","tuuu1240",-1.04202634498509,2.45942274553242,-1.09360888416826
"Korean","kore1280",-3.65099193147159,1.14723062812916,2.91701445850282
"Sonsorol-Tobi","sons1245",0.507458257179389,-1.57008818387325,-0.53705357062241
"Kosraean","kors1238",-2.80009644425813,-0.574448784398822,-0.669939568877157
"Kiribati","gilb1244",-4.13664426235428,2.36198842617576,1.0604244874713
"Hawaiian","hawa1245",-3.45097029083638,-1.15636990111737,-0.0720294747237177
"Hmong Njua","hmon1264",1.04641126247433,-0.867506868288424,0.699805461279175
"Bisu","bisu1244",-1.05866140818514,-1.08144730335077,-0.278002631700196
"Lavukaleve","lavu1241",3.64556468362518,0.238053016542877,1.39119562064529
"Klon","kelo1247",0.582680644537451,-0.0972491657386464,0.344448323836152
"Tobelo","tobe1252",-1.04397569338592,0.200856700667423,0.523546829917171
"Tauya","tauy1241",0.838720429214794,-0.246055827817369,0.023560651617657
"Dani, Lower Grand Valley","lowe1415",-0.754382709772008,-0.281056005241088,-0.134465959245075
"Dani, Western","west2594",-0.0353914139916493,-0.851223850154215,-0.0686390502979994
"Belait","bela1260",0.966455164057264,0.204254326096451,-0.8367838483542
"Pirahà","pira1253",3.64556468362518,0.238053016542877,1.39119562064529
"Urubu-Kaapor","urub1250",0.386526312708179,-0.180887772095359,-0.0887765710122762
"Apalai","apal1257",1.05061744774421,-0.118026162508422,0.531692636502189
"Canela-Krahô","cane1242",2.60125292498837,-0.39495111268171,0.0253806282234001
"Guajajara","guaj1255",-0.592255677065675,-0.0142870588700061,-0.713976392421222
"Apurinà","apur1254",1.64243890186392,0.500055973734681,0.314172446641601
"Palikur","pali1279",2.86842885861954,0.736371300582792,-0.278118798873695
"Parecís","pare1272",3.37016097061174,-0.162303599529809,-0.139131746590824
"Terêna","tere1281",2.39488847995245,0.633846404140632,0.524591360707841
"Campa","asha1243",1.8597657037869,-0.243945987761501,0.281646892519821
"Amuesha","yane1238",-0.948118953494677,0.172221057118889,0.189905475749392
"Warekena","ware1256",2.12633315273374,0.75972288065835,0.452957078481834
"Amahuaca","amah1246",4.46197513261164,5.37630990417092,-2.3864880679251
"Wayampi","waya1270",0.386526312708179,-0.180887772095359,-0.0887765710122762
"Pashto","pash1269",-1.13761755827721,-1.16238675440497,-0.305577658827561
"Spanish","stan1288",-6.80967016815293,1.73334058165712,3.53099848080535
"Spanish","stan1288",-6.80967016815293,1.73334058165712,3.53099848080535
"Portuguese","port1283",-4.5035393433619,0.728566899979481,3.13170492159913
"German","stan1295",-4.5035393433619,0.728566899979481,3.13170492159913
"German","stan1295",-4.5035393433619,0.728566899979481,3.13170492159913
"German","stan1295",-4.5035393433619,0.728566899979481,3.13170492159913
"German","stan1295",-4.5035393433619,0.728566899979481,3.13170492159913
"German","stan1295",-4.5035393433619,0.728566899979481,3.13170492159913
"German","stan1295",-4.5035393433619,0.728566899979481,3.13170492159913
"Bahnar","bahn1262",-1.49843756196248,-0.0178717448366089,-0.171292022572728
"Sedang","seda1262",0.520710724768734,0.531000183370705,-0.241215062023619
"Loven","lave1248",0.520710724768734,0.531000183370705,-0.241215062023619
"Nyaheun","nyah1249",0.520710724768734,0.531000183370705,-0.241215062023619
"Ngeq","ngeq1245",0.520710724768734,0.531000183370705,-0.241215062023619
"Ta’oih, Upper","uppe1406",0.520710724768734,0.531000183370705,-0.241215062023619
"Nung","nung1283",-1.44860336760029,0.0163275733561327,0.0349899905231515
"Aka-Biada","akab1249",5.84527887824579,-0.608806209086103,0.928374302562789
"Alamblak","alam1246",1.33412574055124,-0.950118476179588,0.639630181987504
"Awara","awar1248",-0.0353914139916493,-0.851223850154215,-0.0686390502979994
"Amele","amel1241",0.838720429214794,-0.246055827817369,0.023560651617657
